season,projection,precip
DJF,0,7.7157793
DJF,1,6.3826017
DJF,2,-5.8958426
DJF,3,-0.05412282
DJF,4,12.340939
DJF,5,17.072922
DJF,6,9.810198
DJF,7,11.05143
DJF,8,-3.3669915
DJF,9,6.0030975
DJF,10,-4.407404
DJF,11,18.33249
DJF,12,17.374895
DJF,13,12.836528
DJF,14,3.9840546
DJF,15,12.317764
DJF,16,4.7329345
DJF,17,6.8784704
DJF,18,10.378196
DJF,19,6.357943
DJF,20,8.125494
DJF,21,9.085199
DJF,22,-0.29221714
DJF,23,14.459689
DJF,24,27.962708
DJF,25,8.935635
DJF,26,17.088345
DJF,27,6.781292
DJF,28,6.255976
DJF,29,9.215948
DJF,30,2.5749536
DJF,31,2.1189697
JJA,0,-20.373552
JJA,1,-2.0251832
JJA,2,-10.669249
JJA,3,-10.30045
JJA,4,17.109339
JJA,5,-1.732199
JJA,6,3.1977222
JJA,7,16.212568
JJA,8,-7.2825727
JJA,9,4.9473333
JJA,10,-11.164953
JJA,11,-2.7946162
JJA,12,0.33884925
JJA,13,7.055509
JJA,14,-4.895315
JJA,15,14.898298
JJA,16,2.2761886
JJA,17,-18.527033
JJA,18,-5.057947
JJA,19,-10.938939
JJA,20,-1.7854102
JJA,21,-6.3296
JJA,22,-14.587543
JJA,23,-3.2975209
JJA,24,12.063401
JJA,25,24.894342
JJA,26,1.5003097
JJA,27,-11.27521
JJA,28,-0.9727995
JJA,29,14.253688
JJA,30,-19.138685
JJA,31,0.20980331
MAM,0,-2.8019488
MAM,1,-2.784183
MAM,2,11.155715
MAM,3,-1.9201434
MAM,4,-3.9959424
MAM,5,13.043293
MAM,6,21.041796
MAM,7,-3.8845134
MAM,8,-5.411044
MAM,9,7.946363
MAM,10,4.652403
MAM,11,7.0269203
MAM,12,-2.8577578
MAM,13,12.655399
MAM,14,7.081554
MAM,15,-7.6646338
MAM,16,8.172352
MAM,17,-5.5804534
MAM,18,3.5032823
MAM,19,-5.401307
MAM,20,-3.2819107
MAM,21,5.878362
MAM,22,-5.5948195
MAM,23,14.2709255
MAM,24,30.878977
MAM,25,14.335893
MAM,26,4.5467806
MAM,27,8.275978
MAM,28,-4.588565
MAM,29,9.875205
MAM,30,-18.143822
MAM,31,14.809212
SON,0,-11.9895
SON,1,7.477967
SON,2,-22.275723
SON,3,-8.939999
SON,4,1.4080056
SON,5,6.313157
SON,6,10.156581
SON,7,4.893873
SON,8,-9.515278
SON,9,8.157451
SON,10,9.019004
SON,11,3.1519759
SON,12,5.430808
SON,13,-7.5729904
SON,14,-1.097267
SON,15,2.1498241
SON,16,-4.0088215
SON,17,-9.802329
SON,18,-2.6885061
SON,19,0.15745534
SON,20,-7.0403585
SON,21,0.6087615
SON,22,5.221032
SON,23,-5.315519
SON,24,5.4688153
SON,25,5.906117
SON,26,17.67393
SON,27,-5.5736203
SON,28,-6.045543
SON,29,6.132028
SON,30,-2.617106
SON,31,26.18145
